factor,direction,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,asof_20260428_excess
own_ret_5d,low,35,1.0,0.009461142770821818,-0.033457462480455974,0.03341071245678854,4,0.013645788287820704,0.027318152682352034
own_ret_60d,low,30,8.0,0.009436571188064275,-0.03743240516036768,0.07468302981576419,5,0.01362121670506316,0.07468302981576419
peer_vol_60d,high,30,1.5,0.009418969705966814,-0.0344820286144398,0.07560838348115642,6,0.0136036152229657,0.07560838348115642
quiet_peer_leader,low,30,1.0,0.00940639636038858,-0.020188945747067324,0.0395447684098284,4,0.013591041877387465,-0.005363615072629481
peer_vol_60d,high,35,2.0,0.009308448513159795,-0.03476890071965791,0.07583044400284134,6,0.013493094030158678,0.07583044400284134
own_ret_60d,low,40,8.0,0.009303779256003179,-0.03770470957278997,0.07421756367265406,5,0.013488424773002064,0.07421756367265406
own_ret_5d,low,50,2.0,0.009290574542529203,-0.03354832549750172,0.032413654993524485,4,0.013475220059528085,0.02689738861185441
own_ret_5d,low,35,0.5,0.009274792632470606,-0.029711063537501886,0.03303548285887709,4,0.01345943814946949,0.02676520660026456
quiet_peer_leader,low,40,1.5,0.009266795024837435,-0.017129288569829364,0.03789042814886051,4,0.013451440541836321,-0.006770662322006252
own_ret_5d,low,40,1.0,0.00919528450326184,-0.031466257032225525,0.03306638966541976,4,0.013379930020260724,0.02655866259766823
quiet_peer_leader,low,50,2.0,0.009155358340090092,-0.016191061984576337,0.03657200925284115,4,0.013340003857088972,-0.007988483002436653
own_ret_60d,low,35,6.0,0.00914674813809554,-0.037489921897123316,0.07359271068401596,5,0.013331393655094425,0.07359271068401596
own_ret_60d,low,30,4.0,0.009012192563140623,-0.03726566485007565,0.07303857788152762,5,0.013196838080139507,0.07303857788152762
own_ret_5d,low,30,0.5,0.008977074663163753,-0.03219640461496436,0.034107079810176286,4,0.013161720180162637,0.02549923589621847
own_ret_60d,low,30,3.0,0.00897249535292103,-0.03584990104028544,0.07321137399146196,5,0.013157140869919913,0.07321137399146196
own_ret_60d,low,35,4.0,0.008959663533470023,-0.03652217690525913,0.07288057761630659,5,0.013144309050468907,0.07288057761630659
quiet_peer_leader,low,35,1.0,0.008954736408278766,-0.014955553052967356,0.0372454326323301,4,0.013139381925277652,-0.006838583942645679
peer_ret_60d,low,35,8.0,0.008930587383566804,-0.04503234187892671,0.06802410311771002,5,0.013115232900565687,0.023893630453413542
own_ret_60d,low,40,6.0,0.008918840835690313,-0.037534723019256394,0.07276344589981132,5,0.013103486352689195,0.07276344589981132
